"advertiserId";"programmeName";"conversionRate";"approvalRate";"epc";"launchDate";"paymentStatus";"paymentRiskLevel";"awinIndex";"feedEnabled";"productReporting";"commissionMin";"commissionMax";"leadMin";"leadMax";"cookieLength";"parentSectors";"subSectors";"primarySector";"averagePaymentTime";"primaryRegion";"descriptionShort";"logoUrl";"displayUrl"
"46839";"Asgoodasnew AT";"3.36557";"63.10";"0.11";"2023-07-20";"amber";"exposurelevel2";"43.1024";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Electronic Accessories|Electronic Superstore";"Electronic Superstore";"77";"AT";"Seit 2008 ist asgoodasnew.de als internationaler Spezialist für den Wiederverkauf von generalüberholten elektronischen Geräten (auch einige neue Geräte) aller Marken tätig: iPhone, Samsung Galaxy, iPad, Canon-Kameras, Sony Playstation etc.";"https://ui.awin.com/images/upload/merchant/profile/46839.png";"https://asgoodasnew.de/"
"41158";"Tempur AT";"1.61125";"83.93";"0.19";"2023-02-08";"amber";"exposurelevel2";"45.3986";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Furniture & Soft Furnishings|Home & Garden";"Furniture & Soft Furnishings";"89";"AT";"TEMPUR® steht seit fast 30 Jahren für druckentlastenden Schlafkomfort. Ob Matratzen, Kissen, Bettsysteme oder Reiseartikel, Menschen rund um den Globus schätzen das einzigartige TEMPUR® Material.";"https://ui.awin.com/images/upload/merchant/profile/41158.png";"https://at.tempur.com/"
"54659";"allnatura AT";"2.52511";"52.24";"0.12";"2024-03-25";"green";"none";"54.0447";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Furniture & Soft Furnishings";"Furniture & Soft Furnishings";"54";"AT";"allnatura ist der mehrfach ausgezeichnete Spezialist für natürliches Schlafen und Wohnen mit 40 Jahren Erfahrung. Einzigartig sind das große Angebot nachhaltiger Produkte  der hohe Warenkorbwert. Das Sortiment ist ausschließlich online erhältlich.";"https://ui.awin.com/images/upload/merchant/profile/54659.png";"https://www.allnatura.at/"
"55355";"Europapark DE/AT";"2.7653";"55.42";"0.44";"2023-07-25";"amber";"exposurelevel2";"37.0794";"no";"no";"0";"0";"0";"0";"30";"Travel";"Hotels & Accommodation|Lead Gen|Local Holidays|Tourism & Attractions";"Tourism & Attractions";"89";"DE";"Mit den Tagestickets von Europa-Park in Rust erlebst Du Europa an einem Tag, in Rulantica heißt es abtauchen. Lass Dich von uns verzaubern und erlebe unvergessliche Momente im Europa-Park.";"https://ui.awin.com/images/upload/merchant/profile/55355.png";"https://tickets.mackinternational.de/de/"
"50791";"Marionnaud AT";"1.74864";"64.31";"0.10";"2023-07-11";"amber";"exposurelevel2";"50.0328";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"54";"AT";"Marionnaud Österreich bietet Hautpflege, Duft, Haarpflege  Make-up - Nr. 1 in Österreich. Nutze unsere bekannte Marke und hochwertige internationale Markenprodukte für den gemeinsamen Erfolg. Profitiere von attraktiven Provisionen pro Sale von bis 10%.";"https://ui.awin.com/images/upload/merchant/profile/50791.png";"https://www.marionnaud.at/"
"29737";"Matratzen Concord AT";"3.44832";"98.71";"1.15";"2022-06-23";"amber";"exposurelevel2";"67.3165";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Home & Garden";"Home & Garden";"63";"AT";"Matratzen Concord berät seine Kunden seit 30 Jahren individuell und kompetent über die richtige Schlaflösung. Als Europas größter Spezialist für Matratzen bieten wir für jeden das Passende aus unserem Sortiment an Matratzen, Lattenrahmen und Bettwaren.";"https://ui.awin.com/images/upload/merchant/profile/29737.png";"https://www.matratzen-concord.at/"
"29917";"AEG Shop AT - Ersatzteile und Zubehör";"1.0525";"99.85";"0.02";"2023-01-23";"amber";"exposurelevel2";"66.6516";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"White Goods";"White Goods";"88";"AT";"Großes Angebot an Haushaltsgeräten mit innovativer und nachhaltiger AEG-Technologie.";"https://ui.awin.com/images/upload/merchant/profile/29917.png";"https://shop.aeg.at/"
"27181";"icaniwill DE/AT";"5.20896";"100.00";"0.61";"2022-03-01";"amber";"exposurelevel6";"50.2699";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Clothing|Sportswear";"Sportswear";"90";"DE";"Willkommen bei unserem ICANIWILL-Partnerprogramm, bei dem du eine Provision auf die von dir generierten Verkäufe erhältst!";"https://ui.awin.com/images/upload/merchant/profile/27181.png";"https://www.icaniwill.de"
"31703";"Wirkaufens AT";"4.51494";"49.09";"0.14";"2022-09-01";"amber";"exposurelevel2";"38.6199";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Computers|Electronic Accessories|Gadgets|Photography";"Computers";"72";"AT";"WIRKAUFENS ist der einfachste und schnellste Weg Elektronik zu Geld zu machen. Zur Zeit werden Smartphones, MacBooks, Digitalkameras, Tablets, MacBooks, Camcorder, Macs, Objektive, Grafikkarten, VR-Brillen, Konsolen, Smartwatches  Audio  Hifi angekauft";"https://ui.awin.com/images/upload/merchant/profile/31703.png";"https://wirkaufens.at"
"32861";"HanseMerkur Reiseversicherung AT";"0.434527";"94.44";"0.18";"2022-10-03";"green";"none";"49.6187";"no";"no";"0";"0";"0";"0";"60";"Finance & Insurance";"Insurance";"Insurance";"201";"AT";"Die HanseMerkur ist die einzige selbständige und konzernunabhängige Versicherungsgruppe am Finanzplatz Hamburg. Als Multispartenversicherer gehört sie im Geschäftsfeld Reise und Freizeit zu den marktführenden Unternehmen der touristischen Assekuranz.";"https://ui.awin.com/images/upload/merchant/profile/32861.png";"https://www.hansemerkur.at/"
"67542";"Sony AT";"0.371918";"70.97";"0.06";"2023-11-01";"amber";"exposurelevel2";"50.3137";"yes";"no";"0";"0";"0";"0";"30";"Finance & Insurance|Retail & Shopping|Telco's & Services|Travel";"Credit Cards|Insurance|Savings & Investments|Loans|Mortgages|Personal Banking|Property|Audio Visual|Automotive|Books & Subscriptions|Childrenswear|Clothing|Clothing Accessories|Computers|Department Stores|DIY|Electronic Accessories|Electronic Superstore|Entertainment Superstore|FMCG|Furniture & Soft Furnishings|Gadgets|Gifts & Flowers|Green (Eco friendly)|Group Buying|Health & Beauty|Home & Garden|Jewellery|Lead Gen|Menswear|Music & DVD|Office Supplies|PC & Video Games|Pets & Pet Care|Pharmaceuticals|Photography|Photos & Print Services|Shoes|Sports Equipment|Sportswear|Toys & Games|White Goods|Wine Spirits & Tobacco|Womenswear|B2B Telecommunications Services|B2B Utility Services|Business Services (B2B)|Cable & Satellite Operators|Charities|Digital TV & Video-on-Demand|Education Training & Recruitment|Entertainment Downloads|Gambling & Competitions|Internet Service Provider|Lead Gen|Mobile Broadband|Mobile Downloads|Mobile Pay As You Go|Network Operators|Online Gaming|Software Downloads|Tickets|Utilities|Web Hosting|Airlines|Airport Parking & Transfers|Car Rental|Coaches|Cruises/Ferries|Hotels & Accommodation|Lead Gen|Local Holidays|Tourism & Attractions|Trains|Travel Agencies|Mobile Contract|Baby & Toddler";"Audio Visual";"118";"AT";"Sony Store Online ist der offizielle Direct-to-Consumer-Kanal für Konsumelektronik, unter anderem Fernseher, Digital Imaging (Kamera und Objektive), Audio und Mobilgeräte.";"https://ui.awin.com/images/upload/merchant/profile/67542.png";"https://sony.at/store"
"14098";"Kaspersky Lab DE";"1.11573";"40.75";"0.08";"2019-09-23";"amber";"exposurelevel2";"43.4632";"yes";"no";"15";"15";"0";"0";"30";"Telco's & Services";"Software Downloads";"Software Downloads";"75";"DE";"Weltweit führender Anbieter von Cybersicherheit";"https://ui.awin.com/images/upload/merchant/profile/14098.png";"https://www.kaspersky.com/de/"
"11434";"Modyf DE / AT";"2.53711";"72.84";"0.08";"2018-11-07";"green";"none";"51.9923";"yes";"no";"3";"8";"0";"0";"20";"Retail & Shopping";"Clothing";"Clothing";"60";"DE";"Würth MODYF hat es sich zum Ziel gesetzt, die beste Arbeitskleidung und Sicherheitsschuhe zu bieten:Meisterwerke, die von leidenschaftlichen Mitarbeitern, kreativen Handwerkskünstlern  innovativen Technikern geschaffen werden.";"https://ui.awin.com/images/upload/merchant/profile/11434.png";"https://www.modyf.de"
"13940";"Motointegrator DE/AT";"2.50562";"67.69";"0.14";"2019-04-10";"amber";"exposurelevel2";"32.9799";"yes";"no";"3";"7";"0";"0";"30";"Retail & Shopping";"Automotive";"Automotive";"87";"DE";"Wir sind ein qualifizierter Online-Shop mit einem umfangreichen Angebot, das auf PKW-Modelle europäischer, amerikanischer und asiatischer Hersteller ausgerichtet ist. Bei uns finden Sie schnell und günstig passende Kfz-Teile in bewährter Qualität.";"https://ui.awin.com/images/upload/merchant/profile/13940.png";"https://www.motointegrator.de/"
"11637";"ReifenDirekt AT";"6.71931";"83.50";"0.55";"2018-01-29";"green";"none";"75.0135";"yes";"no";"3";"3";"0";"0";"30";"Retail & Shopping";"Automotive";"Automotive";"42";"AT";"ReifenDirekt.at - der Onlineshop für Reifen by Delticom, Europas führendem Internet-Reifenhändler - riesige Auswahl, Top-Qualität und günstige Preise!";"https://ui.awin.com/images/upload/merchant/profile/11637.png";"https://www.reifendirekt.at/cgi-bin/rshop.pl?"
"26123";"Porsche EU";"0.857249";"93.73";"0.15";"2021-11-26";"amber";"exposurelevel3";"43.7181";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Automotive";"Automotive";"134";"DE";"Profitieren Sie als Affiliate-Partner von exklusiven Accessoires und hochwertigem Zubehör der ganzen Welt von Porsche. Porsche bietet sehr bekannte Produktkategorien: Fashion, Fanwear, Modellfahrzeuge, Fahrzeugzubehör und vieles mehr.";"https://ui.awin.com/images/upload/merchant/profile/26123.png";"https://shop.porsche.com/de/de/"
"17943";"Alibaba EU";"0.750957";"70.77";"0.13";"2019-06-19";"amber";"exposurelevel2";"32.611";"yes";"no";"6";"6";"0";"0";"15";"Retail & Shopping";"Department Stores";"Department Stores";"101";"DE";"Alibaba.com provides more than 360 million products, including Consumer Electronics, Machinery, Apparel, Home & Garden, Automobiles & Motorcycles, Beauty & Personal Care, Health & Medical, Construction & Real Estate and more.";"https://ui.awin.com/images/upload/merchant/profile/17943.png";"https://www.alibaba.com/"
"25534";"BookBeat AT";"2.2192";"70.00";"0.37";"2022-02-23";"green";"none";"71.0891";"no";"no";"0";"0";"0";"0";"30";"Telco's & Services";"Entertainment Downloads";"Entertainment Downloads";"31";"AT";"BookBeat - Hörbuch Flatrate! BookBeat ist eine der führenden Streaming-Plattformen für Hörbücher in der DACH-Region. Mit unserer Hörbuch-App kannst du so viel hören wie du willst, wann immer und wo du willst. Jetzt gratis testen!";"https://ui.awin.com/images/upload/merchant/profile/25534.png";"https://www.bookbeat.at/"
"23426";"DeubaXXL AT";"4.3698";"100.00";"0.29";"2021-06-17";"green";"none";"80.0651";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"DIY|Furniture & Soft Furnishings|Home & Garden|Pets & Pet Care|Sports Equipment|Toys & Games";"Home & Garden";"35";"AT";"DeubaXXL.at bietet eine Auswahl von über 4.500 Artikeln im Bereich Garten, Möbel  Wohnen, Haushalt, Heimwerker, Spielzeug, Sport  Freizeit und Rund ums Tier. Unsere Vorteile: Trusted Shop mit über 2 Millionen Kunden pro Jahr und kostenlosem Versand.";"https://ui.awin.com/images/upload/merchant/profile/23426.png";"https://www.deubaxxl.at/"
"99601";"VoiceMap";"4.08011";"82.63";"0.06";"2024-08-27";"amber";"exposurelevel1";"65.9352";"yes";"no";"0";"0";"0";"0";"30";"Travel";"Local Holidays|Tourism & Attractions";"Tourism & Attractions";"47";"US";"VoiceMap is the market-leading platform for self-guided audio tours. We have an average rating of 4.6/5 from over 60,000 ratings. Using our iOS and Android apps, users can experience the magic of GPS autoplay in over 550 destinations in over 75 countries";"https://ui.awin.com/images/upload/merchant/profile/99601.png";"https://voicemap.me"
"118431";"Vevor Rest of Europe";"9.12765";"90.30";"0.47";"2025-08-05";"amber";"exposurelevel2";"69.1409";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Automotive|DIY|Electronic Accessories|Gadgets|Home & Garden|Office Supplies|Pets & Pet Care|Photos & Print Services|Sports Equipment";"Home & Garden";"62";"DE";"VEVOR is dedicated to providing DIYers and professionals with tough equipment  tool at the lowest prices. Fast delivery, 30-day free returns, and 24/7 customer service, which always meets and surpasses the expectations of our customers.";"https://ui.awin.com/images/upload/merchant/profile/118431.png";"https://eur.vevor.com/"
"6170";"minicabit";"8.63525";"100.00";"0.14";"2014-11-25";"amber";"exposurelevel2";"62.9825";"no";"no";"0";"0";"1";"3";"30";"Travel";"Airlines|Airport Parking & Transfers|Car Rental|Coaches|Cruises/Ferries|Hotels & Accommodation|Lead Gen|Local Holidays|Tourism & Attractions|Trains|Travel Agencies";"Tourism & Attractions";"75";"GB";"Backed by the O2, minicabit is a UK-wide network of licensed minicab firms. Visitors can use our website, mobile site or app to compare great quotes and then book a cab online. For local and long distant trips.";"https://ui.awin.com/images/upload/merchant/profile/6170.png";"https://www.minicabit.com/"
"107764";"Water to Go Europe";"23.8095";"25.00";"1.36";"2025-02-26";"amber";"exposurelevel1";"48.7193";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"FMCG|Gifts & Flowers|Green (Eco friendly)|Health & Beauty|Sports Equipment";"Green (Eco friendly)";"null";"NL";"Our 100% sustainable water filter bottles remove up to 99.9999% of all harmful substances (laboratory-certified). Perfect for travelling, outdoor sports - without plastic!Drink immediately from any fresh water source - the solution for safe drinking water";"https://ui.awin.com/images/upload/merchant/profile/107764.png";"https://watertogo.net/"
"115481";"Valerion EU";"";"0.00";"0.00";"2026-02-19";"amber";"exposurelevel4";"";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Electronic Accessories|Gadgets|Home & Garden";"Electronic Accessories";"null";"DE";"Join Valerion to promote our groundbreaking projectors! We’re looking for passionate influencers. Enjoy the opportunity to experience our products, gain early access to new releases, and unlock exclusive rewards as the program grows.";"https://ui.awin.com/images/upload/merchant/profile/115481.png";"https://www.valerion.com/de"
"10538";"wirkaufendeinauto AT";"1.33371";"67.42";"0.51";"2018-04-04";"amber";"exposurelevel4";"66.3889";"no";"no";"0";"0";"0.25";"0.25";"30";"Retail & Shopping";"Automotive|Lead Gen";"Automotive";"56";"AT";"wirkaufendeinauto.at ist Österreichs moderne Anlaufstelle für Online KFZ-Bewertungen. Mit unserem kostenlosen Online-Bewertungstool können Ihre User ihren PKW anhand von aktuellen Marktpreisen in nur 2 einfachen Schritten bewerten lassen.";"https://ui.awin.com/images/upload/merchant/profile/10538.png";"https://www.wirkaufendeinauto.at/"
"36144";"OutIn";"16.5358";"99.04";"2.89";"2025-08-12";"green";"none";"94.1913";"yes";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Home & Garden";"Home & Garden";"21";"US";"OutIn is dedicated to delivering high-quality coffee anytime, anywhere. Our portable espresso machines let you enjoy fresh, rich espresso on the go, fueling your day with energy and passion.";"https://ui.awin.com/images/upload/merchant/profile/36144.png";"https://outin.com"
"124268";"On.com (AT)";"";"0.00";"0.00";"2026-02-27";"amber";"exposurelevel2";"";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Clothing|Clothing Accessories|Menswear|Shoes|Sports Equipment|Sportswear|Womenswear";"Shoes";"null";"AT";"In den Schweizer Alpen geboren, definiert On das Laufen neu - mit der Vision, Menschen weltweit das Gefühl zu geben, wie auf Wolken zu laufen. Heute begeistert On mit innovativen Schuhen und Bekleidung für Laufen, Outdoor und Alltag.";"https://ui.awin.com/images/upload/merchant/profile/124268.png";"https://www.on.com/en-at/"
"87257";"SAVAIT";"0.170104";"78.74";"0.06";"2024-10-21";"amber";"exposurelevel1";"35.6096";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Clothing";"Clothing";"97";"IT";"Savait è Marketplace Italiano che vende un ampia e curata gamma di prodotti di lusso provenienti dalle migliori boutique Italiane ed Europee, selezionati direttamente dai loro Buyers";"https://ui.awin.com/images/upload/merchant/profile/87257.png";"https://savait.com"
"23691";"Bader AT";"2.141";"85.04";"0.19";"2021-08-13";"amber";"exposurelevel2";"40.43";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Department Stores";"Department Stores";"105";"AT";"BADER zählt seit 1929 zu den erfolgreichsten Versandhäusern Deutschlands. Wir stehen für Qualität, hochwertige Produkte und für unseren kompetenten Kundenservice. In unserem Online-Shop bieten wir über 20000 Artikel sowie tolle Aktionen versandkostenfrei.";"https://ui.awin.com/images/upload/merchant/profile/23691.png";"https://www.bader.at/"
"14396";"Zotter Schokolade DACH";"4.32852";"99.90";"0.11";"2019-05-15";"green";"none";"69.2959";"yes";"no";"5";"5";"0";"0";"30";"Retail & Shopping";"FMCG|Gifts & Flowers|Green (Eco friendly)";"FMCG";"57";"AT";"Zotter zählt laut internationalem Schokoladentest zu den besten Chocolatiers der Welt, das Unternehmen gilt als eines der nachhaltigsten Österreichs und die handgeschöpften Schokoladen sind Kult.";"https://ui.awin.com/images/upload/merchant/profile/14396.png";"https://www.zotter.at/"
"117317";"NeuroScent";"";"0.00";"0.00";"2025-07-02";"amber";"exposurelevel1";"0";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"null";"GB";"NeuroScent is a premium British wellbeing brand that nurtures emotional balance and holistic wellness through crafted 100% pure, natural botanicals.";"https://ui.awin.com/images/upload/merchant/profile/117317.png";"https://neuroscent.myshopify.com/"
"16340";"Nike AT";"1.5438";"80.71";"0.07";"2019-03-01";"green";"none";"55.8695";"yes";"yes";"0";"7";"0";"0";"30";"Retail & Shopping";"Clothing|Shoes|Sports Equipment|Sportswear";"Sportswear";"60";"AT";"Operating in over 160 countries around the globe, athletic footwear, clothing and equipment manufacturer NIKE are one of the best recognised brands in the world.";"https://ui.awin.com/images/upload/merchant/profile/16340.png";"https://www.nike.com/at/"
"97677";"Geekom FR";"1.51189";"100.00";"0.30";"2025-08-04";"green";"none";"60.5419";"yes";"yes";"0";"0";"0";"0";"15";"Retail & Shopping";"Computers";"Computers";"60";"US";"





";"https://ui.awin.com/images/upload/merchant/profile/97677.png";"https://www.geekom.fr"
"28359";"BOXIO EU";"2.24217";"100.00";"0.26";"2022-04-08";"green";"none";"67.9352";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"DIY|Furniture & Soft Furnishings|Home & Garden";"Home & Garden";"50";"DE";"Camper | Garten | Boot: Outdoor-Produkte im Eurobox-Format";"https://ui.awin.com/images/upload/merchant/profile/28359.png";"https://boxio.de/"
"12819";"Airline Direct DE (Longtail)";"0.497775";"70.59";"0.04";"2019-12-09";"amber";"exposurelevel2";"46.9331";"no";"no";"0";"0";"8";"8";"30";"Travel";"Travel Agencies";"Travel Agencies";"79";"DE";"Airline Direct: Günstige Linienflüge und Charterflüge. Mietwagen und Hotels jeder Preisklasse.";"https://ui.awin.com/images/upload/merchant/profile/12819.png";"https://www.airline-direct.de"
"120345";"Polleo Sport AT";"2.21481";"100.00";"0.09";"2025-10-20";"amber";"exposurelevel2";"86.5567";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"FMCG|Health & Beauty|Sports Equipment|Sportswear";"Health & Beauty";"55";"AT";"Polleo Sport is the leading sports nutrition and fitness retailer in Southeast Europe, founded in 2008 in Croatia. We offer a wide range of high-quality supplements, snacks and bars, sports equipment, and activewear.";"https://ui.awin.com/images/upload/merchant/profile/120345.png";"https://polleosport.at/"
"14000";"reBuy DE/AT";"5.35006";"87.53";"0.29";"2019-09-09";"amber";"exposurelevel2";"56.766";"yes";"no";"4";"4";"0";"0";"30";"Retail & Shopping";"Books & Subscriptions|Computers|Electronic Accessories|Electronic Superstore|Music & DVD|PC & Video Games|Photography";"Electronic Superstore";"70";"DE";"rebuy ist der Shop für alle, die Ihre gebrauchten Artikel unkompliziert und schnell zu festen Ankaufspreisen verkaufen wollen oder sich einfach etwas ""neues"" Gebrauchtes zu günstigen Preisen und ohne Risiko kaufen möchten";"https://ui.awin.com/images/upload/merchant/profile/14000.png";"https://www.rebuy.de/"
"116601";"Fidelis DE+AT";"16.3594";"98.59";"0.42";"2025-06-25";"amber";"exposurelevel2";"88.4064";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Department Stores|Home & Garden|Pets & Pet Care";"Pets & Pet Care";"72";"DE";"Fidelis Hundefutter steht für eine natürliche, artgerechte und getreidefreie Ernährung deines Hundes – mit hochwertigen Zutaten, transparenter Herstellung und ganz ohne künstliche Zusätze. Für mehr Vitalität, Geschmack und Vertrauen bei jeder Mahlzeit.";"https://ui.awin.com/images/upload/merchant/profile/116601.png";"https://fidelis.dog/"
"25407";"Handyhuellen DE";"3.57609";"97.64";"0.06";"2021-10-15";"green";"none";"64.8523";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Electronic Accessories";"Electronic Accessories";"56";"DE";"Handyhuellen.de bietet ein umfangreiches Angebot an trendigen und stilvollen Handyhüllen, Tablethüllen und Handyzubehör. Unser Sortiment wird kontinuierlich um Produkte für neue Geräte, Tablets und neue Designs erweitert.";"https://ui.awin.com/images/upload/merchant/profile/25407.png";"https://www.handyhuellen.de/"
"18187";"Flaconi AT";"";"0.00";"0.00";"2019-09-23";"amber";"exposurelevel2";"0";"yes";"no";"12";"12";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"153";"AT";"Dank hoher Markenbekanntheit und regelmäßiger TV-Präsenz gehört flaconi zu den führenden Onlineshops für Beauty-Produkte und bietet eine unvergleichliche Auswahl an Parfums, Skincare, Make-up, Haarpflege sowie Tools und Accessoires.";"https://ui.awin.com/images/upload/merchant/profile/18187.png";"https://www.flaconi.at/"
"19812";"Shark DE / AT";"6.01731";"60.20";"1.05";"2020-11-02";"green";"none";"57.2128";"yes";"yes";"5";"5";"0";"0";"30";"Retail & Shopping";"Electronic Accessories|Electronic Superstore|Furniture & Soft Furnishings|Gadgets|Health & Beauty|Home & Garden|Pets & Pet Care";"Home & Garden";"48";"DE";"Shark: Staubsauger, Saugrobotter  Haarstyler und vieles mehr. Shark setzt sich dafür ein, das Leben der Menschen jeden Tag und in jedem Zuhause auf der ganzen Welt durch innovative 5-Sterne-Produkte zu erleichtern und positiv zu beeinflussen.";"https://ui.awin.com/images/upload/merchant/profile/19812.png";"https://www.sharkclean.de/"
"23924";"Zooplus AT";"10.8561";"96.26";"0.17";"2021-07-09";"amber";"exposurelevel2";"78.6689";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Pets & Pet Care";"Pets & Pet Care";"94";"AT";"Bei zooplus.at finden Sie mehr als 8.000 Haustierprodukte aller führenden Hersteller. Von Futter bis Zubehör bleibt kein Tierwunsch unerfüllt. Das zooplus.at Awin Affiliate Programm bietet Ihnen Provision bis zu 3% pro Sale!";"https://ui.awin.com/images/upload/merchant/profile/23924.png";"https://www.zooplus.at/"
"120271";"Capri Watch";"2.50144";"95.71";"0.24";"2025-10-07";"amber";"exposurelevel4";"68.2633";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Clothing Accessories|Jewellery";"Jewellery";"null";"IT";"Capri Watch brings the vibrant spirit of Capri to life through iconic, colorful timepieces. A 100% Italian brand with global appeal, blending style, craftsmanship and joy — perfect for fashion, travel and lifestyle audiences.";"https://ui.awin.com/images/upload/merchant/profile/120271.png";"https://www.capriwatch.it/"
"53805";"Bär Schuhe AT";"100";"50.00";"1.46";"2023-07-12";"green";"none";"50.646";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Green (Eco friendly)|Shoes";"Shoes";"50";"AT";"BÄR verbindet Mode und kompromisslosen Komfort seit über 40 Jahren auf einzigartige Weise und erfüllt dabei höchste Qualitätsansprüche.  Profitieren Sie von einer traditionsreichen Marke mit kaufkräftiger Zielgruppe.";"https://ui.awin.com/images/upload/merchant/profile/53805.png";"https://www.baer-schuhe.at/"
"50273";"bergspezl AT";"";"0.00";"0.00";"2023-05-24";"amber";"exposurelevel1";"0";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Sports Equipment|Sportswear";"Sports Equipment";"null";"AT";"Wir sind ein Rad/E-Bike und Outdoor-Sporthändler mit einem umfangreiches Markenportfolio im Premiumbereich. Wir bieten: 4% Provision* (auch auf E-Bikes) mit Ø Warenkorbwert € 380,-. Ein Ausbau auf 8% für Bekleidung und Schuhe ist im Juni geplant.";"https://ui.awin.com/images/upload/merchant/profile/50273.png";"https://bergspezl.at/"
"25688";"Hardloop DE/AT";"1.07594";"54.86";"0.05";"2021-11-05";"green";"none";"52.4363";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Sports Equipment|Sportswear";"Sports Equipment";"52";"DE";"Hardloop ist die E-Commerce-Plattform, die zu 100% auf Bergsport ausgerichtet ist: Wandern, Klettern, Radfahren, Trailrunning, Skifahren, ... Unser Ziel ist es, Bergsportler, egal ob Anfänger oder Topathleten, die beste Ausrüstung für Abenteuer zu bieten.";"https://ui.awin.com/images/upload/merchant/profile/25688.png";"https://www.hardloop.de/"
"28601";"apotheke.at";"7.24654";"99.17";"0.09";"2022-05-16";"amber";"exposurelevel6";"65.8819";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty|Pharmaceuticals";"Pharmaceuticals";"89";"AT";"Apotheke.at ist eine Online-Apotheke für nicht-verschreibungspflichtige Medikamente mit günstigen Preisen. Unser Sortiment umfasst zusätzlich homöopathische Produkte, Kosmetika und Wellnessprodukte.";"https://ui.awin.com/images/upload/merchant/profile/28601.png";"https://www.apotheke.at/"
"28671";"Ruefa AT";"0.1002";"100.00";"0.01";"2022-11-22";"amber";"exposurelevel2";"63.7683";"yes";"no";"0";"0";"0";"0";"30";"Travel";"Hotels & Accommodation|Tourism & Attractions";"Tourism & Attractions";"115";"AT";"Ruefa AT überzeugt durch hohe Conversion Rates und attraktive Provisionen. Eine automatisch wechselnde und hochwirksame Werbemittelpalette steht Ihnen zur Verfügung. Unsere Publisher werden mit exclusiven Angeboten versorgt.";"https://ui.awin.com/images/upload/merchant/profile/28671.png";"https://www.ruefa.at/"
"29029";"Autobatterienbilliger AT";"4.47314";"100.00";"0.32";"2022-06-09";"green";"none";"49.5052";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Automotive|Electronic Accessories";"Automotive";"95";"AT";"autobatterienbilliger.at ist der Expertenshop für alle Themen der mobilen und stationären Stromversorgung. Ein trafficstarker und moderner Shop ermöglicht mit großer Markenvielfalt sowie schnellen Lieferzeiten ein tolles Einkaufserlebnis.";"https://ui.awin.com/images/upload/merchant/profile/29029.png";"https://www.autobatterienbilliger.at/"
"25195";"Back Market AT";"0.257756";"100.00";"0.24";"2021-12-14";"amber";"exposurelevel2";"59.2821";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Computers|Electronic Superstore|Entertainment Superstore|Green (Eco friendly)|PC & Video Games|White Goods";"Entertainment Superstore";"63";"AT";"Back Market ist der weltweit erste Marktplatz, der sich ausschließlich auf den Verkauf von erneuerter Technik und Elektronik spezialisiert hat. Mit über 5 Millionen Kunden weltweit bietet Back Market mehr als 150 Produktkategorien.";"https://ui.awin.com/images/upload/merchant/profile/25195.png";"https://www.backmarket.at/"
