"advertiserId";"programmeName";"conversionRate";"approvalRate";"epc";"launchDate";"paymentStatus";"paymentRiskLevel";"awinIndex";"feedEnabled";"productReporting";"commissionMin";"commissionMax";"leadMin";"leadMax";"cookieLength";"parentSectors";"subSectors";"primarySector";"averagePaymentTime";"primaryRegion";"descriptionShort";"logoUrl";"displayUrl"
"14096";"buerostuhl24 AT";"2.93961";"88.31";"0.99";"2019-07-24";"green";"none";"42.7785";"yes";"no";"8";"8";"0";"0";"60";"Retail & Shopping";"Furniture & Soft Furnishings|Home & Garden|Office Supplies";"Office Supplies";"83";"AT";".";"https://ui.awin.com/images/upload/merchant/profile/14096.png";"https://buerostuhl24.at"
"14187";"HalloFamilie DE";"2.49865";"97.26";"0.03";"2019-08-27";"green";"none";"71.6001";"yes";"no";"30";"30";"0.7";"1";"60";"Telco's & Services";"Education Training & Recruitment";"Education, Training & Recruitment";"44";"DE";"HalloBabysitter.de ist das große Portal für Kinderbetreuung. Wir unterstützen Eltern, die auf der Suche nach einem Babysitter oder einer Tagesmutter sind. Seit 1999 stellen wir eine der größten Datenbanken in DE zur Vermittlung von Kinderbetreuung bereit.";"https://ui.awin.com/images/upload/merchant/profile/14187.png";"https://www.hallobabysitter.de"
"14365";"EMP AT";"4.15611";"94.67";"0.10";"2019-08-27";"amber";"exposurelevel2";"46.77";"yes";"no";"4";"7";"0";"0";"30";"Retail & Shopping";"Childrenswear|Clothing|Clothing Accessories|Gadgets|Jewellery|Menswear|Womenswear";"Clothing";"175";"AT";"Seit mehr als einem Vierteljahrhundert stehen wir für das Lebensgefühl in der Rock- und Heavy Metal-Szene. Wir haben Klamotten, Accessoires, Schmuck und mehr für die Frauen und Männer dieser Welt, die Musik, Entertainment, Fun und Fashion lieben.";"https://ui.awin.com/images/upload/merchant/profile/14365.png";"https://www.emp.at"
"13996";"Media Markt AT";"2.89643";"89.05";"0.22";"2019-09-25";"amber";"exposurelevel2";"64.9902";"yes";"no";"2.5";"5";"0";"0";"14";"Retail & Shopping";"Computers|DIY|Electronic Accessories|Electronic Superstore|Entertainment Superstore|FMCG|Gadgets|Green (Eco friendly)|Health & Beauty|Home & Garden|Music & DVD|Office Supplies|PC & Video Games|Pets & Pet Care|Photography|Photos & Print Services|Sports Equipment|Toys & Games|White Goods|Baby & Toddler";"Electronic Superstore";"69";"AT";".";"https://ui.awin.com/images/upload/merchant/profile/13996.png";"https://www.mediamarkt.at"
"12821";"billigflug DE (Longtail)";"2.75314";"89.29";"0.22";"2019-12-09";"amber";"exposurelevel4";"59.6204";"no";"no";"0";"0";"8";"8";"30";"Travel";"Travel Agencies";"Travel Agencies";"77";"DE";"billigflug.de ist ein auf den Verkauf von Flugtickets spezialisiertes Reise-Portal und seit 1998 auf dem Markt. Der übersichtliche und klare Seitenaufbau ist komplett auf den Flugticket-Verkauf fokussiert.";"https://ui.awin.com/images/upload/merchant/profile/12821.png";"https://www.billigflug.de"
"24291";"Sportwerk DE/AT";"6.29592";"75.83";"0.14";"2021-11-01";"amber";"exposurelevel5";"50.4323";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Sportswear";"Sportswear";"73";"DE";"Bei Sporwerk finden Sie ein großes Laufsportsortiment. Sie sind das Team von Laufspezialisten. Zusammen mit Expertenberatung und Laufanalysen bieten sie alle Top-Marken wie Asics, Brooks, Adidas, Nike, New Balance, Saucony, Salomon, On und viele mehr.";"https://ui.awin.com/images/upload/merchant/profile/24291.png";"https://www.sportwerk.com/de/"
"23198";"Cellstar Kosmetik AT";"";"0.00";"0.00";"2021-04-28";"green";"none";"0";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"null";"AT";"Cellstar ist die Revolution in der Kosmetik und wirkt gegen alle Alterserscheinungen der Haut. Durch die einzigartige Wirkstoffkombination Gatuline und Kalinat DNA wirkt es gezielt gegen Falten u strafft die Gesichtskontur.";"https://ui.awin.com/images/upload/merchant/profile/23198.png";"https://cellstar.at/"
"23874";"Kaiser Kraft AT";"0.829504";"97.67";"0.50";"2021-08-11";"amber";"exposurelevel2";"62.1663";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Office Supplies";"Office Supplies";"89";"AT";"Kaiserkraft, Europas führende Gruppe für Verpackungen, Betriebs-, Lager- und Büroausstattung.";"https://ui.awin.com/images/upload/merchant/profile/23874.png";"https://www.kaiserkraft.at/"
"23956";"Babista AT";"0.544213";"51.43";"0.03";"2021-07-13";"amber";"exposurelevel4";"24.3567";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Clothing|Menswear";"Menswear";"98";"DE";"Die Marke Babista steht für hochwertige und bequeme Herrenbekleidung für selbstbewusste Männer, die mitten im Leben stehen. Unsere Kunden finden eine große Auswahl an sportlicher Freizeitmode in hervorragender Qualität.";"https://ui.awin.com/images/upload/merchant/profile/23956.png";"https://www.babista.at/"
"24905";"Hotelbox DE/AT";"3.44307";"100.00";"0.61";"2021-10-29";"green";"none";"48.5037";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping|Travel";"Gifts & Flowers|Hotels & Accommodation|Local Holidays|Tourism & Attractions|Travel Agencies";"Hotels & Accommodation";"84";"AT";"Urlaub und Genussmomente ganz einfach schenken - mit Geschenkboxen von HOTELBOX. Machen Sie Verwandten, Freunden oder ganz einfach sich selbst eine Freude! Qualitätszeit für 2 in Geschenkform: mit Sicherheit für jeden Anlass das perfekte Geschenk.";"https://ui.awin.com/images/upload/merchant/profile/24905.png";"https://hotelbox.cc/"
"22154";"fashionette AT";"1.14076";"69.27";"0.27";"2021-03-18";"amber";"exposurelevel4";"48.3391";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Clothing Accessories|Jewellery|Shoes";"Clothing Accessories";"91";"AT";"fashionette ist eine der führenden europäischen Online-Plattformen für Premium und Luxus Fashion Accessoires. Unser Sortiment umfasst mehr als 20.000 Artikel in den Kategorien Taschen, Schuhe, Accessoires, Sonnenbrillen, Uhren, Schmuck.";"https://ui.awin.com/images/upload/merchant/profile/22154.png";"https://www.fashionette.at/"
"22165";"11teamsports DE & AT";"3.68875";"62.16";"0.23";"2021-03-11";"amber";"exposurelevel4";"48.3494";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Sports Equipment|Sportswear";"Sportswear";"110";"DE";"11teamsports wurde 2007 in Crailsheim (Baden-Württemberg) gegründet und hat sich mit über 1.500.000 Kunden zum größten Onlineshop für Fußball und Teamsport im deutschsprachigen Raum entwickelt.";"https://ui.awin.com/images/upload/merchant/profile/22165.png";"https://www.11teamsports.com/de-de/"
"25925";"ETI - Express Travel International GmbH DE";"3.2374";"100.00";"2.60";"2022-10-06";"green";"none";"84.4977";"no";"no";"0";"0";"0";"0";"30";"Travel";"Hotels & Accommodation|Tourism & Attractions|Travel Agencies";"Travel Agencies";"26";"DE";"Express Travel International GmbH, kurz ETI, ist ein österreichischer Reiseveranstalter mit Schwerpunkt Ägypten und exklusiv Vermarkter der renommierten RED SEA HOTELS in Hurghada, Makadi Bay und Sharm El Sheikh in Ägypten.";"https://ui.awin.com/images/upload/merchant/profile/25925.png";"http://www.eti.at/"
"105919";"Trivago AT";"24.8246";"100.00";"0.12";"2024-10-24";"amber";"exposurelevel2";"89.6784";"yes";"no";"0";"0";"0";"0";"30";"Travel";"Hotels & Accommodation";"Hotels & Accommodation";"46";"AT";"trivago’s hotel search allows users to compare hotel prices in just a few clicks from hundreds of booking sites for more than 5.0 million hotels and other types of accommodation in over 190 countries.";"https://ui.awin.com/images/upload/merchant/profile/105919.png";"https://www.trivago.at/"
"22246";"NatuRise DE/AT";"2.38235";"6.93";"0.14";"2021-05-19";"green";"none";"39.5147";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"27";"DE";"4 Elemente. 4 Soziale Projekte. 1 Ziel. NatuRise heißt der neue Trend, der Nahrungsergänzung und Lifestyle verbindet! Das neue Apple der Supplements-Branche bietet einzigartige Naturprodukte, die gleichzeitig 4 soziale Projekte unterstützen.";"https://ui.awin.com/images/upload/merchant/profile/22246.png";"https://www.naturise.de/"
"82935";"UniqPaid.com";"2.05363";"22.99";"0.03";"2025-08-12";"green";"none";"18.4034";"no";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Lead Gen";"Lead Gen";"69";"US";"UniqPaid.com - Online Rewards Program! Our members earn Real Cash by Signing Up for Free Offers, Visiting sites, Reading Emails, Shoping Online and more... We pay $1.50 per new user who signs up and confirms his e-mail. The member must complete";"https://ui.awin.com/images/upload/merchant/profile/82935.png";"https://www.uniqpaid.com"
"10397";"Viator - Ein Tripadvisor-Unternehmen (Dach)";"3.22873";"62.82";"0.19";"2017-08-03";"amber";"exposurelevel2";"47.5152";"yes";"no";"4";"4";"0";"0";"30";"Travel";"Tourism & Attractions";"Tourism & Attractions";"84";"DE";"Viator ist die global führende Ressource für das Suchen, Finden und Buchen der besten Reiseerlebnisse weltweit. Von Paris über Phuket nach Perth, von klassischen Ausflügen bis hin zu einmaligen Erlebnissen, wir bieten für jeden Reisenden etwas.";"https://ui.awin.com/images/upload/merchant/profile/10397.png";"https://www.viator.com/de-DE/"
"10385";"reifen AT";"7.1675";"43.46";"0.24";"2020-07-24";"amber";"exposurelevel2";"66.0822";"yes";"no";"4";"4";"0.14";"0.14";"30";"Retail & Shopping";"Automotive";"Automotive";"61";"AT";"TyresNET is an international marketplace and price comparison platform online in 50 countries. Reifen.at is the best product and price comparison marketplace for all types of tyres, rims and more!";"https://ui.awin.com/images/upload/merchant/profile/10385.png";"https://www.reifen.at"
"11773";"Lidl Reisen";"0.848869";"86.55";"0.12";"2018-04-18";"amber";"exposurelevel2";"39.8067";"yes";"no";"5";"5";"0";"0";"30";"Travel";"Airlines|Airport Parking & Transfers|Car Rental|Coaches|Cruises/Ferries|Hotels & Accommodation|Tourism & Attractions|Trains|Travel Agencies";"Hotels & Accommodation";"260";"AT";"Lidl Reisen - Grenzenlos entdecken";"https://ui.awin.com/images/upload/merchant/profile/11773.png";"https://www.lidl-reisen.de"
"29093";"Kippy srl IT";"1.76378";"95.65";"0.06";"2022-06-01";"amber";"exposurelevel2";"70.1468";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Electronic Accessories|Pets & Pet Care";"Pets & Pet Care";"47";"IT";"Kippy è il primo dispositivo che unisce la localizzazione GPS in tempo reale e il monitoraggio dell'attività motoria. Una tecnologia, frutto di 5 anni di studio, pensata e realizzata per gli amanti degli amici a 4 zampe.";"https://ui.awin.com/images/upload/merchant/profile/29093.png";"https://www.kippy.eu/"
"18314";"Benz24 DE/AT";"0.112075";"81.33";"0.02";"2019-08-21";"amber";"exposurelevel6";"36.7141";"yes";"no";"5";"5";"0";"0";"30";"Retail & Shopping";"DIY|Home & Garden";"DIY";"102";"DE";"BENZ24 - Baustoffe online kaufen. Alles für Haus, Hof und Garten aus einer Hand. Viele Marken und Spezialprodukte z.B. für  wohngesundes und nachhaltiges Bauen und Renovieren.";"https://ui.awin.com/images/upload/merchant/profile/18314.png";"https://benz24.de/"
"117125";"BME_AT";"4.65116";"88.89";"1.25";"2025-07-14";"amber";"exposurelevel2";"54.7766";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Furniture & Soft Furnishings|Office Supplies";"Office Supplies";"63";"AT";"Wir sind ein modernes innovatives Unternehmen. Unser Ziel ist es für unsere Kunden gesunde und effektive Büroumgebungen zu schaffen, weit über die Standard-Ausstattung hinaus.";"https://ui.awin.com/images/upload/merchant/profile/117125.png";"https://www.bueromoebel-experte.at/"
"115411";"Wellness Point DE/AT";"0.00481533";"33.33";"0.01";"2025-09-24";"green";"none";"47.672";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Home & Garden";"Home & Garden";"36";"AT";"Bewerben Sie Premium-Wellness (Massagesessel, Saunen) für eine kaufkräftige Zielgruppe in DE  AT. Es winken hohe Warenkörbe, attraktive Provisionen, eine geringe Stornoquote und persönlicher Support von Wellness Point. Jetzt Partner werden!";"https://ui.awin.com/images/upload/merchant/profile/115411.png";"https://www.wellness-point.com/"
"17289";"Foyer Global Health DE";"";"0.00";"0.00";"2019-08-07";"green";"none";"0";"no";"no";"8";"8";"0";"0";"30";"Finance & Insurance";"Insurance";"Insurance";"null";"DE";"Foyer Global Heath offers premium heath plans specifically designed for expatriates, all over the world. We do offer our services in English, French or German, worldwide.";"https://ui.awin.com/images/upload/merchant/profile/17289.png";"https://www.foyerglobalhealth.com/de/individual/"
"16522";"Tirendo AT";"11.481";"73.53";"0.66";"2019-09-13";"amber";"exposurelevel2";"79.8214";"yes";"no";"2";"4";"0";"0";"30";"Retail & Shopping";"Automotive";"Automotive";"72";"AT";".";"https://ui.awin.com/images/upload/merchant/profile/16522.png";"https://www.tirendo.at/"
"111668";"Psychotherapy Unlimited";"";"0.00";"0.00";"2025-01-27";"amber";"exposurelevel4";"0";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"null";"GB";"Psychotherapy Unlimited provides accessible, personalized mental health care with licensed professionals. We offer flexible virtual sessions, innovative tools, and a client-focused approach to empower individuals on their journey to wellness.";"https://ui.awin.com/images/upload/merchant/profile/111668.png";"https://psychotherapyunlimited.com/"
"110232";"Takko AT";"0.695432";"82.47";"0.03";"2025-06-30";"green";"none";"39.8116";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Clothing";"Clothing";"90";"AT";"Trendige Mode bei Takko Fashion: Entdecke Babykleidung, Damen-, Herren- und Plus-Size-Mode, Sportbekleidung und Accessoires. Profitiere von günstigen Preisen, flexiblen Zahlungsmethoden und schnellem Versand. Bleibe mit unserem Newsletter stets informiert";"https://ui.awin.com/images/upload/merchant/profile/110232.png";"https://www.takko.com/de-at/"
"14046";"cyberport AT";"1.92036";"87.79";"0.05";"2019-08-07";"amber";"exposurelevel2";"52.0979";"yes";"yes";"1.5";"1.5";"0";"0";"30";"Retail & Shopping";"Electronic Superstore";"Electronic Superstore";"72";"AT";"Cyberport gehört zu den erfolgreichsten Versandhändlern von Computertechnik und digitaler Unterhaltungselektronik in Deutschland. Profitieren Sie als Partner von zahlreichen Aktionen für Partner und Endkunden!";"https://ui.awin.com/images/upload/merchant/profile/14046.png";"https://www.cyberport.at"
"122626";"Buffalo Boots EU";"";"0.00";"0.00";"2026-02-16";"amber";"exposurelevel2";"";"yes";"no";"0";"0";"0";"0";"90";"Retail & Shopping";"Shoes";"Shoes";"null";"DE";"BUFFALO is more than fashion, it’s a platform for individuality. Founded in 1979 and now offering 97% vegan products, BUFFALO stands for iconic looks and progressive spirit. For everyone who follows their own path and express their attitude through style.";"https://ui.awin.com/images/upload/merchant/profile/122626.png";"https://www.buffalo-boots.com/"
"115607";"Haute Beauty Europe";"0.27445";"72.87";"0.01";"2025-05-01";"amber";"exposurelevel4";"33.0677";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"100";"DE";"Our Mission: Becoming the EU’s Most Trusted Beauty DestinationAt the heart of Haute Beauty is a commitment to Smart Beauty. We strive to be one of the European Union’s most trusted beauty online shop.";"https://ui.awin.com/images/upload/merchant/profile/115607.png";"https://www.hautebeauty.eu"
"118943";"Herbano DE";"4.04777";"90.00";"0.21";"2025-09-01";"green";"none";"59.2355";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"55";"DE";"Herbano bietet hochdosierte, reine  laborgeprüfte Nahrungsergänzungsmittel aus EU-Produktion. Publisher profitieren von Provision ab 10 %, exklusiven Aktionen sowie einer Marke, die Kunden mit Premium-Qualität  fundierten Gesundheitsinhalten überzeugt.";"https://ui.awin.com/images/upload/merchant/profile/118943.png";"https://herbano.com/de/"
"14789";"Revell-shop DE/AT";"1.11659";"92.33";"0.04";"2019-07-10";"amber";"exposurelevel5";"42.6686";"yes";"no";"8";"8";"0";"0";"60";"Retail & Shopping";"Toys & Games";"Toys & Games";"192";"DE";".";"https://ui.awin.com/images/upload/merchant/profile/14789.png";"https://www.revell.de"
"52889";"Camperdays DE";"0.86748";"80.47";"0.30";"2023-05-31";"amber";"exposurelevel2";"37.1108";"no";"no";"0";"0";"0";"0";"30";"Travel";"Car Rental";"Car Rental";"173";"DE";"Als Partner von CamperDays profitieren Sie von der hohen Markenbekanntheit, einer großen Auswahl und dem weltweiten Angebot an Campern. Die Anmeldung gilt für Deutschland!";"https://ui.awin.com/images/upload/merchant/profile/52889.png";"https://www.camperdays.de/"
"112836";"Flightnetwork";"1.76518";"97.82";"0.23";"2025-05-19";"green";"none";"77.8055";"yes";"no";"0";"0";"0";"0";"30";"Travel";"Airlines|Local Holidays|Tourism & Attractions|Travel Agencies";"Airlines";"65";"CA";"Flight Network is a top travel agency offering affordable flights and services. As part of Etraveli Group, we access 500+ airlines worldwide. Serving millions annually, we provide the best routes, easy booking, and multi-currency support for travelers.";"https://ui.awin.com/images/upload/merchant/profile/112836.png";"https://us-en.flightnetwork.com/"
"12557";"Bergzeit DE / AT";"3.48667";"81.64";"0.36";"2018-07-03";"amber";"exposurelevel2";"40.2608";"yes";"no";"7";"7";"0";"0";"30";"Retail & Shopping|Travel";"Clothing|Clothing Accessories|Lingerie|Menswear|Shoes|Sports Equipment|Sportswear|Womenswear|Tourism & Attractions";"Sports Equipment";"101";"DE";"Der Bergzeit Outdoor-Store ist die erste Adresse, wenn es um Deine Freizeit und Deinen Outdoor-Sport geht! Wir leben die Begeisterung für den Bergsport und suchen immer nach Möglichkeiten unsere Leidenschaft mit Anderen zu teilen.";"https://ui.awin.com/images/upload/merchant/profile/12557.png";"https://www.bergzeit.de/"
"59415";"COOFANDY";"1.9049";"48.11";"0.20";"2025-07-23";"green";"none";"29.5756";"yes";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Clothing";"Clothing";"73";"US";"
Welcome to [COOFANDY] Affiliate Program






";"https://ui.awin.com/images/upload/merchant/profile/59415.png";"https://coofandy.com/"
"119893";"Gaumenheld";"0.143062";"100.00";"0.01";"2025-09-19";"amber";"exposurelevel2";"71.144";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"FMCG";"FMCG";"57";"AT";"Wir sind Gaumenheld, ein österreichischer Onlineshop für hochwertige Gewürzmischungen, Tees, Dips  Pestos sowie Geschenkideen. Wir setzen auf 100% natürliche Zutaten, nutzen nachhaltige Verpackung und bringen Kreativität  Freude in jede Küche.";"https://ui.awin.com/images/upload/merchant/profile/119893.png";"https://www.gaumenheld.at/"
"14329";"babymarkt AT";"3.53693";"94.08";"0.13";"2019-09-05";"amber";"exposurelevel2";"63.8867";"yes";"yes";"1";"1";"0";"0";"30";"Retail & Shopping";"Baby & Toddler";"Baby & Toddler";"88";"AT";"babymarkt bietet Österreichs größte Auswahl  an Baby- und Kinderausstattung, Spielwaren uvm. Zahlreiche Produkte von Topmarken wie Maxi Cosi, Kinderkraft, PUKY, tissi, Deuter, BERG, Pampers uvm. Regelmäßige Aktionen  attraktive Provisionen!";"https://ui.awin.com/images/upload/merchant/profile/14329.png";"https://www.babymarkt.com/at/"
"88979";"Sync.com ";"3.02307";"78.39";"0.68";"2025-08-12";"green";"none";"57.6983";"no";"yes";"0";"0";"0";"0";"180";"Telco's & Services";"Web Hosting";"Web Hosting";"52";"US";"Sync.com is the only cloud storage built for your privacy, with end-to-end encryption at the core of our platform. This means not even we can read the data our customers store. Take control with truly private cloud storage for you and your audience.";"https://ui.awin.com/images/upload/merchant/profile/88979.png";"https://www.sync.com?_m=3kl"
"29787";"Bwareshop DE";"3.65395";"89.26";"0.08";"2022-07-07";"amber";"exposurelevel6";"53.8273";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Home & Garden";"Home & Garden";"74";"DE";"Bwareshop.de ist der nachhaltige Marktplatz für Internet-Retouren und Restposten, auch B-Waren genannt.";"https://ui.awin.com/images/upload/merchant/profile/29787.png";"https://www.bwareshop.de/"
"107978";"SensiSeeds EUR";"1.97956";"100.00";"0.04";"2025-01-09";"amber";"exposurelevel2";"46.9836";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Wine Spirits & Tobacco";"Wine, Spirits & Tobacco";"89";"DE";"Sensi Seeds, established in 1985, is the world’s largest cannabis seedbank with over 500 premium varieties. Trusted globally, its genetics are even used by the Dutch government for medicinal cannabis. The company is a pioneer in normalizing cannabis use a";"https://ui.awin.com/images/upload/merchant/profile/107978.png";"https://www.sensiseeds.com/"
"120607";"Happy Cycling UK";"";"0.00";"0.00";"2025-12-15";"amber";"exposurelevel2";"0";"no";"no";"0";"0";"0";"0";"30";"Travel";"Local Holidays|Tourism & Attractions|Travel Agencies";"Local Holidays";"null";"AT";"Discover Europe by bike! With 40+ years of experience, we offer 150+ unique cycling holidays across Europe, including detailed routes and luggage transfer. Enjoy expert planning and guaranteed quality for a carefree cycling adventure.";"https://ui.awin.com/images/upload/merchant/profile/120607.png";"https://www.happycyclingholidays.com/"
"78282";"Yves Rocher AT";"4.94617";"91.21";"0.14";"2024-04-17";"amber";"exposurelevel4";"56.004";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"null";"AT";"Seit über 60 Jahren steht Yves Rocher für Naturkosmetik. Wir formulieren hochwirksame Produkte aus rein pflanzlichen Inhaltsstoffen und verwöhnen weltweit mit innovativer, umweltfreundlicher Kosmetik, die Haut und Umwelt gleichermaßen respektiert.";"https://ui.awin.com/images/upload/merchant/profile/78282.png";"https://www.yves-rocher.at/"
"15931";"CECIL AT";"2.96452";"83.96";"0.20";"2019-09-12";"amber";"exposurelevel2";"60.0998";"yes";"no";"10";"10";"0";"0";"30";"Retail & Shopping";"Clothing|Clothing Accessories|Womenswear";"Womenswear";"59";"AT";"Wir sind ein modernes Fashion Unternehmen mit Sitz in Deutschland. Unsere Mode ist aktuell und präsentiert sich in 12 Kollektion pro Jahr. Das Partnerprogramm bietet eine attraktive Vergütung,  optimierte Werbemittel sowie einen persönlichen Support.";"https://ui.awin.com/images/upload/merchant/profile/15931.png";"http://www.cecil.at"
"24121";"Shoe4You.com AT";"3.86232";"73.42";"0.13";"2021-09-22";"green";"none";"46.9157";"yes";"no";"0";"0";"0";"0";"60";"Retail & Shopping";"Clothing Accessories|Shoes";"Shoes";"59";"AT";"SHOE4YOU – Schuhe für die ganze Familie. Trendige Markenschuhe, stylische Taschen und moderne Accessoires für Damen, Herren und Kinder zu unschlagbaren Preisen im Onlineshop von SHOE4YOU.";"https://ui.awin.com/images/upload/merchant/profile/24121.png";"https://www.shoe4you.com"
"14464";"Gigasport AT/DE";"0.580736";"75.00";"0.03";"2019-04-11";"amber";"exposurelevel5";"45.0008";"yes";"no";"4";"4";"0";"0";"60";"Retail & Shopping";"Childrenswear|Clothing|Department Stores|Lingerie|Menswear|Shoes|Sports Equipment|Sportswear|Womenswear";"Sportswear";"75";"AT";"Sport Online-Shop Nr.1 in den Bereichen Outdoor, Bike, Running, Bademode & Beachwear, Wintersport und Fitness.";"https://ui.awin.com/images/upload/merchant/profile/14464.png";"https://www.gigasport.at"
"24562";"Padel Market";"4.63575";"27.19";"0.34";"2021-08-11";"amber";"exposurelevel6";"32.2371";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Sports Equipment|Sportswear";"Sports Equipment";"36";"ES";"El pádel es el deporte que mayor crecimiento tiene en el mundo. Solicita unirte a nuestro programa hoy mismo, estamos buscando especialmente influencers, perfiles instagram, bloggers, v-loggers y creadores a los que podamos apoyar con generosas comisiones";"https://ui.awin.com/images/upload/merchant/profile/24562.png";"https://www.padelmarket.com/es/"
"26012";"Enjoy the Wood";"7.70584";"74.04";"1.86";"2022-01-19";"amber";"exposurelevel2";"80.5443";"yes";"yes";"0";"0";"0";"0";"30";"Retail & Shopping|Travel";"Department Stores|DIY|Gifts & Flowers|Home & Garden|Tourism & Attractions";"Home & Garden";"24";"GB";"Enjoy our affiliate program benefits, we provide a commission 15% and 30 Days Cookie. The average sale is 180 GBP and 3% sales conversion rate lets earn. Unique discount coupons, gifts for customers also Commission and bonuses for partners. Join us";"https://ui.awin.com/images/upload/merchant/profile/26012.png";"https://enjoythewood.com/"
"9118";"Landal DE";"5.12325";"83.79";"2.45";"2017-08-16";"amber";"exposurelevel2";"46.4065";"no";"no";"5";"5";"0";"0";"30";"Travel";"Hotels & Accommodation";"Hotels & Accommodation";"126";"DE";"Landal ist mit über 260 Ferienparks in 9 Ländern, darunter Deutschland, Österreich, Belgien, Tschechien, Niederlande, Dänemark, England und Schweiz, der größte Ferienparkanbieter in Europa.";"https://ui.awin.com/images/upload/merchant/profile/9118.png";"http://www.landal.com"
"14188";"Rameder DE/AT";"";"0.00";"0.00";"2019-09-16";"amber";"exposurelevel6";"0";"yes";"no";"4";"4";"0";"0";"60";"Retail & Shopping";"Automotive";"Automotive";"136";"DE";"Die Rameder Anhängerkupplungen und Autoteile GmbH ist der in Europa führende Anbieter für den Verkauf von Anhängerkupplungen, Dachboxen und Fahrradträger.";"https://ui.awin.com/images/upload/merchant/profile/14188.png";"https://www.kupplung.de"
"54811";"Ventmere Ltd";"2.37548";"100.00";"0.37";"2025-07-23";"green";"none";"64.0795";"no";"yes";"0";"0";"0";"0";"90";"Retail & Shopping";"Computers";"Computers";"74";"US";"

Introducing Edifier - a pioneer in cutting-edge audio technology and design, committed to providing exceptional sound experiences for music enthusiasts and audiophiles worldwide.
Brand Introduc";"https://ui.awin.com/images/upload/merchant/profile/54811.png";"https://edifier-online.com/us/en"
"13964";"Universal Versand AT";"2.01865";"61.11";"0.15";"2019-08-27";"amber";"exposurelevel2";"37.5319";"yes";"no";"0";"6";"0";"0";"30";"Retail & Shopping";"Childrenswear|Clothing|Clothing Accessories|Computers|DIY|Electronic Accessories|Electronic Superstore|Entertainment Superstore|Erotic|Furniture & Soft Furnishings|Green (Eco friendly)|Health & Beauty|Home & Garden|Jewellery|Lingerie|Menswear|Photography|Shoes|Sports Equipment|Sportswear|Toys & Games|White Goods|Womenswear";"Furniture & Soft Furnishings";"577";"AT";"Werden Sie Partner des Universal Versands und profitieren Sie von der hohen Markenbekanntheit des drittgrößten Online-Versenders in Österreich!";"https://ui.awin.com/images/upload/merchant/profile/13964.png";"https://www.universal.at/"
"72399";"Tenways - EU";"1.73623";"63.07";"0.57";"2024-01-18";"amber";"exposurelevel2";"47.506";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Green (Eco friendly)|Sports Equipment";"Sports Equipment";"76";"DE";"Tenways is an international brand founded in 2019 by cycling enthusiasts that designs lightweight bikes with clean, sleek designs, with headquarters in the Netherlands and Hong Kong.";"https://ui.awin.com/images/upload/merchant/profile/72399.png";"https://www.tenways.com/"
"114180";"Sinocare";"1.25608";"50.96";"0.10";"2025-03-21";"amber";"exposurelevel4";"28.8654";"yes";"no";"0";"0";"0";"0";"30";"Finance & Insurance|Retail & Shopping|Telco's & Services|Travel";"Insurance|Savings & Investments|Audio Visual|Books & Subscriptions|Childrenswear|Clothing Accessories|Department Stores|Electronic Accessories|Electronic Superstore|FMCG|Gadgets|Gifts & Flowers|Green (Eco friendly)|Group Buying|Health & Beauty|Home & Garden|Lead Gen|Lingerie|Pets & Pet Care|Pharmaceuticals|Shoes|Sports Equipment|Business Services (B2B)|Charities|Education Training & Recruitment|Lead Gen|Hotels & Accommodation|Lead Gen|Baby & Toddler";"Health & Beauty";"92";"ES";"Sinocare is a leading provider of blood glucose monitoring devices, helping millions manage their health worldwide. By partnering with us, you help your audience access reliable, high-quality health monitoring products while growing your revenue.";"https://ui.awin.com/images/upload/merchant/profile/114180.png";"https://en.sinocare.com/"
